"Product ID","Product Type",Code,Name,Brand,Description,"Cost Price","Retail Price","Sale Price","Calculated Price","Fixed Shipping Price","Free Shipping",Warranty,Weight,Width,Height,Depth,"Allow Purchases","Product Visible","Product Availability","Product Inventoried","Stock Level","Low Stock Level","Date Added","Date Modified","Category Details",Images,"Page Title","META Keywords","META Description","Product Condition","Product URL","Redirect Old URL?","Product Tax Code","Product Custom Fields"
160,P,F00929,"Riese & Muller Load4 75 Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Bosch Cargo Line (smart system)   Battery: Bosch PowerPack 725 Wh Upgrade available   Gears: Shimano Cues, 11-speed derailleur gear system   Weight: from 37,1 kg / 82 lbs  ",0.00,0.00,6500.00,6500.00,0.0000,N,,37.1000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,29/04/2023,03/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Family & Cargo, Category Path: Riese & Muller/Family & Cargo|Category Name: Load4 75, Category Path: Riese & Muller/Family & Cargo/Load4 75","Product Image File: F00929_Load4_75_Tou_PenMat__70778.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/g/306/F00929_Load4_75_Tou_PenMat__70778.jpg|Product Image File: 23_F00929_01040608_Load4_75_Tou_ColGreyMtt_1376_web_aRGB__54761.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/r/780/23_F00929_01040608_Load4_75_Tou_ColGreyMtt_1376_web_aRGB__54761.jpg","Riese & Muller Load4 75 Touring",,"Riese & Muller Load4 75 Touring (with Bosch Smart System)",New,/riese-muller-load4-75-touring/,,,
164,P,F00920,"Riese & Muller Load4 60 Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Bosch Cargo Line (smart system)   Battery: Bosch PowerPack 725 Wh Upgrade available   Gears: Shimano Cues, 11-speed derailleur gear   Weight: from 35,5 kg / 78 lbs  ",0.00,0.00,6300.00,6300.00,0.0000,N,,35.5000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,29/04/2023,03/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Family & Cargo, Category Path: Riese & Muller/Family & Cargo|Category Name: Load4 60, Category Path: Riese & Muller/Family & Cargo/Load4 60","Product Image File: Load4_60_Tour_ColGry__29087.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/q/674/Load4_60_Tour_ColGry__29087.jpg","Riese & Muller Load4 60 Touring",,"Riese & Muller Load4 60 Touring (with Bosch Smart System)",New,/riese-muller-load4-60-touring/,,,
165,P,F00753,"Riese & Muller Load 75 Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Bosch Cargo Line Cruise   Battery: Bosch PowerPack 500 Wh Upgrade available   Gears: Shimano Deore XT, 11-speed derailleur gear system   Weight: from 37,1 kg / 81,8 lbs  ",0.00,0.00,5549.00,5549.00,0.0000,Y,,37.1000,0.0000,0.0000,0.0000,Y,N,,N,0,0,29/04/2023,11/01/2025,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Load 75, Category Path: Riese & Muller/Family & Cargo/Load 75","Product Image File: F00753_Load75_Tou_ColGry__14504.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/n/237/F00753_Load75_Tou_ColGry__14504.jpg","Riese & Muller Load 75 Touring",,"Riese & Muller Load 75 Touring",New,/load-75-touring/,,,
166,P,F00747,"Riese & Muller Load 60 Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Bosch Cargo Line Cruise   Battery: Bosch PowerPack 500 Wh Upgrade available   Gears: Shimano Deore XT, 11-speed derailleur gear system   Weight: from 35,5 kg / 78,3 lbs  ",0.00,0.00,5100.00,5100.00,0.0000,N,,35.5000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,29/04/2023,03/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Family & Cargo, Category Path: Riese & Muller/Family & Cargo|Category Name: Load 60 - CLEARANCE, Category Path: Riese & Muller/Family & Cargo/Load 60 - CLEARANCE","Product Image File: F00747-Load60Tour-TunGreMat__42725.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/s/087/F00747-Load60Tour-TunGreMat__42725.jpg","Riese & Muller Load 60 Touring",,"Riese & Muller Load 60 Touring",New,/riese-muller-load-60-touring/,,,
167,P,F00951,"Riese & Muller Packster 70 Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Bosch Cargo Line Cruise   Battery: Bosch PowerTube 625 Wh Upgrade available   Gears: Shimano Deore XT, 11-speed derailleur gear   Weight: from 41,1 kg / 90,6 lbs  ",0.00,0.00,5979.00,5979.00,0.0000,N,,41.1000,0.0000,0.0000,0.0000,Y,N,,N,0,0,29/04/2023,16/11/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Packster70, Category Path: Riese & Muller/Family & Cargo/Packster70","Product Image File: F00951-Pack70-To-Urb__46757.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/b/427/F00951-Pack70-To-Urb__46757.jpg|Product Image File: F00951-Pack70-To-Whi__07307.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/k/032/F00951-Pack70-To-Whi__07307.jpg|Product Image File: F00951-Pack70-To-Red__95098.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/y/049/F00951-Pack70-To-Red__95098.jpg","Riese & Muller Packster 70 Touring",,"Riese & Muller Packster 70 Touring",New,/riese-and-muller-packster-70-touring/,,,
168,P,F01140,"Riese & Muller Multitinker Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Bosch Performance Line CX (smart system)   Battery: Bosch PowerTube 625 Wh   Gears: Shimano Deore, 10-speed derailleur gear   Weight: from 35 kg / 77,1 lbs  ",0.00,0.00,5110.00,5110.00,0.0000,N,,35.0000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,29/04/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Family & Cargo, Category Path: Riese & Muller/Family & Cargo|Category Name: Multitinker, Category Path: Riese & Muller/Family & Cargo/Multitinker","Product Image File: F00959_MultTink_Tou_PetBlk__43884.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/v/202/F00959_MultTink_Tou_PetBlk__43884.jpg|Product Image File: F00959_MultTink_Tou_UtiGryB__32106.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/p/940/F00959_MultTink_Tou_UtiGryB__32106.jpg|Product Image File: F00959_MultTink_Tou_UtiGryC__66465.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/x/359/F00959_MultTink_Tou_UtiGryC__66465.jpg|Product Image File: F00959_MultTink_Tou_WhiBlk__78007.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/u/109/F00959_MultTink_Tou_WhiBlk__78007.jpg","Riese & Muller Multitinker Touring",,"Riese & Muller Multitinker Touring (with Bosch Smart System)",New,/multitinker-touring/,,,
169,P,F01207,"Riese & Muller UBN Five Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Fazua Ride 60   Battery: Fazua Energy 430 Wh   Gears: Shimano Deore, 11-speed derailleur gear   Weight: from 19,5 kg / 42,9 lbs  ",0.00,0.00,4259.00,4259.00,0.0000,N,,19.5000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,29/04/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: UBN Five, Category Path: Riese & Muller/Urban/UBN Five","Product Image File: F00870_UBN5_Tou_Blk__57365.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/n/525/F00870_UBN5_Tou_Blk__57365.jpg|Product Image File: F00870_UBN5_Tou_Selva__11552.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/i/831/F00870_UBN5_Tou_Selva__11552.jpg","Riese & Muller UBN Five Touring",,"Riese & Muller UBN Five Touring",New,/ubn-five-touring/,,,
170,P,F01213,"Riese & Muller UBN Six Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Fazua Ride 60   Battery: Fazua Energy 430 Wh   Gears: Shimano Deore, 11-speed derailleur gear system   Weight: from 20,2 kg / 44,4 lbs  ",0.00,0.00,4259.00,4259.00,0.0000,N,,20.2000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,29/04/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: UBN Six, Category Path: Riese & Muller/Urban/UBN Six","Product Image File: F00900_UBN6Tou_PurWhi__93136.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/q/340/F00900_UBN6Tou_PurWhi__93136.jpg|Product Image File: F00900_UBN6Tou_BlkMat__51518.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/g/586/F00900_UBN6Tou_BlkMat__51518.jpg|Product Image File: F01213_UBN6Tou_Night__58307.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/q/848/F01213_UBN6Tou_Night__58307.jpg","Riese & Muller UBN Six Touring",,"Riese & Muller UBN Six Touring",New,/ubn-six-touring/,,,
171,P,F01218,"Riese & Muller UBN Seven Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Fazua Ride 60   Battery: Fazua Energy 430 Wh   Gears: Shimano Deore, 11-speed derailleur gear system   Weight: from 19,5 kg / 42,9 lbs  ",0.00,0.00,4259.00,4259.00,0.0000,N,,19.5000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,29/04/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: UBN Seven, Category Path: Riese & Muller/Urban/UBN Seven","Product Image File: F00873_UNB7Tou_Rose__88481.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/s/658/F00873_UNB7Tou_Rose__88481.jpg|Product Image File: F00873_UNB7Tou_Whit__48137.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/x/407/F00873_UNB7Tou_Whit__48137.jpg","Riese & Muller UBN Seven Touring",,"Riese & Muller UBN Seven Touring",New,/riese-muller-ubn-seven-touring/,,,
172,P,F00992,"Riese & Muller Roadster Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Bosch Performance Line CX   Bettery: Bosch PowerTube 625 Wh   Gears: Shimano Deore XT, 11-speed derailleur gear system   Weight: from 23,5 kg / 51,7 lbs  ",0.00,0.00,3659.00,3659.00,0.0000,N,,23.5000,0.0000,0.0000,0.0000,Y,N,,N,0,0,29/04/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Roadster, Category Path: Riese & Muller/Urban/Roadster","Product Image File: F00992_RoadTou_GreyMat__94149.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/i/667/F00992_RoadTou_GreyMat__94149.jpg|Product Image File: F00992_RoadTou_BlkMat__53395.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/a/689/F00992_RoadTou_BlkMat__53395.jpg","Riese & Muller Roadster Touring",,"Riese & Muller Roadster Touring",New,/roadster-touring/,,,
173,P,F00996,"Riese & Muller Roadster Mixte Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Bosch Performance Line CX   Battery: Bosch PowerTube 625 Wh   Gears: Shimano Deore XT, 11-speed derailleur gear   Weight: from 23,3 kg / 51,3 lbs  ",0.00,0.00,3659.00,3659.00,0.0000,N,,23.3000,0.0000,0.0000,0.0000,Y,N,,N,0,0,29/04/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Urban, Category Path: Riese & Muller/Urban|Category Name: Roadster Mixte, Category Path: Riese & Muller/Urban/Roadster Mixte","Product Image File: F00996-RoadMixtTour-SalMat__25708.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/q/030/F00996-RoadMixtTour-SalMat__25708.jpg|Product Image File: 23_F00996_04010508_Rd_Mixte_Tou_53_White_5810_aRGB__25509.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/o/300/23_F00996_04010508_Rd_Mixte_Tou_53_White_5810_aRGB__25509.jpg","Riese & Muller Roadster Mixte Touring",,"Riese & Muller Roadster Mixte Touring",New,/roadster-mixte-touring/,,,
174,P,F01110,"Riese & Muller Charger4 Mixte Touring","Riese & Muller","The Mixte touring is fitted with:   Motor: Bosch Performance Line CX (smart system)   Battery: Bosch PowerTube 750 Wh Upgrade available   Gears: Shimano Deore XT, 11-speed derailleur gear   Weight from 28.6 kg  ",0.00,0.00,4578.00,4578.00,0.0000,N,,28.6000,0.0000,0.0000,0.0000,Y,Y,,N,0,0,29/04/2023,05/10/2024,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Charger4 Mixte, Category Path: Riese & Muller/Trekking/Charger4 Mixte","Product Image File: 24_F01110_04010806_Cha4_Mixte_tou_49_CerWhi_0746__34039.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/i/479/24_F01110_04010806_Cha4_Mixte_tou_49_CerWhi_0746__34039.jpg|Product Image File: 24_F01110_04020806_Cha4_Mixte_tou_49_StrmBlue_0746__22975.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/f/066/24_F01110_04020806_Cha4_Mixte_tou_49_StrmBlue_0746__22975.jpg|Product Image File: 24_F01110_04360806_Cha4_Mixte_tou_49_DarkRedMatt_0746__36076.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/x/110/24_F01110_04360806_Cha4_Mixte_tou_49_DarkRedMatt_0746__36076.jpg","Riese & Muller Charger4 Mixte Touring",,"Riese & Muller Charger4 Mixte Touring",New,/charger4-mixte-touring/,,,
175,P,F00741,"Riese & Muller Supercharger GT Touring","Riese & Muller","This Touring model comes fitted with:   Motor: Bosch Performance Line CX   Battery: Bosch PowerTube DualBattery 1000 Wh Upgrade available   Gears: Shimano Deore XT, 11-speed derailleur gear   Weight: from 28,9 kg / 64 lbs  ",0.00,0.00,4700.00,4700.00,0.0000,N,,28.9000,0.0000,0.0000,0.0000,Y,N,,N,0,0,29/04/2023,07/04/2025,"Category Name: Riese & Muller, Category Path: Riese & Muller|Category Name: Trekking, Category Path: Riese & Muller/Trekking|Category Name: Supercharger - CLEARANCE, Category Path: Riese & Muller/Trekking/Supercharger - CLEARANCE","Product Image File: SupChar_Tou_CurMat__65641.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/c/213/SupChar_Tou_CurMat__65641.jpg|Product Image File: SupChar_Tou_WrmSilv__28548.jpg, Product Image URL: http://www.e-bikebarn.com/product_images/j/168/SupChar_Tou_WrmSilv__28548.jpg","Riese & Muller Supercharger GT Touring",,"Riese & Muller Supercharger GT Touring",New,/supercharger-gt-touring/,,,
